Species,Match type,ScientificName,ScientificName_accepted
Platichthys stellatus x pleuronectes quadrituberculatus hybrid,exact,Platichthys stellatus,Platichthys stellatus
Platytroctes apus,exact,Platytroctes apus,Platytroctes apus
Plectobranchus evides,exact,Plectobranchus evides,Plectobranchus evides
Plectrypops retrospinis,exact,Plectrypops retrospinis,Plectrypops retrospinis
Pleurogrammus monopterygius,exact,Pleurogrammus monopterygius,Pleurogrammus monopterygius
Pleuronectes platessa,exact,Pleuronectes platessa,Pleuronectes platessa
Pleuronectes putnami,exact,Pleuronectes putnami,Pleuronectes putnami
Pleuronectes quadrituberculatus,exact,Pleuronectes quadrituberculatus,Pleuronectes quadrituberculatus
Pleuronichthys coenosus,exact,Pleuronichthys coenosus,Pleuronichthys coenosus
Pleuronichthys decurrens,exact,Pleuronichthys decurrens,Pleuronichthys decurrens
Pleuronichthys ritteri,exact,Pleuronichthys ritteri,Pleuronichthys ritteri
Pleuronichthys verticalis,exact,Pleuronichthys verticalis,Pleuronichthys verticalis
Podothecus accipenserinus,exact,Podothecus accipenserinus,Podothecus accipenserinus
Podothecus veternus,exact,Podothecus veternus,Podothecus veternus
Poecilopsetta beanii,exact,Poecilopsetta beanii,Poecilopsetta beanii
Pogonias cromis,exact,Pogonias cromis,Pogonias cromis
Pollachius pollachius,exact,Pollachius pollachius,Pollachius pollachius
Pollachius virens,exact,Pollachius virens,Pollachius virens
Polyacanthonotus rissoanus,exact,Polyacanthonotus rissoanus,Polyacanthonotus rissoanus
Polydactylus octonemus,exact,Polydactylus octonemus,Polydactylus octonemus
Polydactylus virginicus,exact,Polydactylus virginicus,Polydactylus virginicus
Polyipnus asteroides,exact,Polyipnus asteroides,Polyipnus asteroides
Polyipnus clarus,exact,Polyipnus clarus,Polyipnus clarus
Polymetme corythaeola,exact,Polymetme corythaeola,Polymetme corythaeola
Polymetme thaeocoryla,exact,Polymetme thaeocoryla,Polymetme thaeocoryla
Polymixia lowei,exact,Polymixia lowei,Polymixia lowei
Polymixia nobilis,exact,Polymixia nobilis,Polymixia nobilis
Polyprion americanus,exact,Polyprion americanus,Polyprion americanus
Pomacanthus arcuatus,exact,Pomacanthus arcuatus,Pomacanthus arcuatus
Pomacanthus paru,exact,Pomacanthus paru,Pomacanthus paru
Pomatomus saltatrix,exact,Pomatomus saltatrix,Pomatomus saltatrix
Pomatoschistus lozanoi,exact,Pomatoschistus lozanoi,Pomatoschistus lozanoi
Pomatoschistus microps,exact,Pomatoschistus microps,Pomatoschistus microps
Pomatoschistus minutus,exact,Pomatoschistus minutus,Pomatoschistus minutus
Pomatoschistus norvegicus,exact,Pomatoschistus norvegicus,Pomatoschistus norvegicus
Pomatoschistus pictus,exact,Pomatoschistus pictus,Pomatoschistus pictus
Pontinus kuhlii,exact,Pontinus kuhlii,Pontinus kuhlii
Pontinus longispinis,exact,Pontinus longispinis,Pontinus longispinis
Pontinus rathbuni,exact,Pontinus rathbuni,Pontinus rathbuni
Porichthys notatus,exact,Porichthys notatus,Porichthys notatus
Porichthys plectrodon,exact,Porichthys plectrodon,Porichthys plectrodon
Poroclinus rothrocki,exact,Poroclinus rothrocki,Poroclinus rothrocki
Poromitra crassiceps,exact,Poromitra crassiceps,Poromitra crassiceps
Poromitra cristiceps,exact,Poromitra cristiceps,Poromitra cristiceps
Poromitra curilensis,exact,Poromitra curilensis,Poromitra curilensis
Priacanthus arenatus,exact,Priacanthus arenatus,Priacanthus arenatus
Prionace glauca,exact,Prionace glauca,Prionace glauca
Prionotus alatus,exact,Prionotus alatus,Prionotus alatus
Prionotus carolinus,exact,Prionotus carolinus,Prionotus carolinus
Prionotus evolans,exact,Prionotus evolans,Prionotus evolans
Prionotus longispinosus,exact,Prionotus longispinosus,Prionotus longispinosus
Prionotus martis,exact,Prionotus martis,Prionotus martis
Prionotus ophryas,exact,Prionotus ophryas,Prionotus ophryas
Prionotus paralatus,exact,Prionotus paralatus,Prionotus paralatus
Prionotus punctatus,exact,Prionotus punctatus,Prionotus punctatus
Prionotus roseus,exact,Prionotus roseus,Prionotus roseus
Prionotus rubio,exact,Prionotus rubio,Prionotus rubio
Prionotus scitulus,exact,Prionotus scitulus,Prionotus scitulus
Prionotus stearnsi,exact,Prionotus stearnsi,Prionotus stearnsi
Prionotus stephanophrys,exact,Prionotus stephanophrys,Prionotus stephanophrys
Prionotus tribulus,exact,Prionotus tribulus,Prionotus tribulus
Pristigenys alta,exact,Pristigenys alta,Pristigenys alta
Pristipomoides aquilonaris,exact,Pristipomoides aquilonaris,Pristipomoides aquilonaris
Prognathodes aculeatus,exact,Prognathodes aculeatus,Prognathodes aculeatus
Prognathodes aya,exact,Prognathodes aya,Prognathodes aya
Prognatholiparis ptychomandibularis,exact,Prognatholiparis ptychomandibularis,Prognatholiparis ptychomandibularis
Prognichthys gibbifrons,exact,Prognichthys gibbifrons,Prognichthys gibbifrons
Promethichthys prometheus,exact,Promethichthys prometheus,Promethichthys prometheus
Pronotogrammus martinicensis,exact,Pronotogrammus martinicensis,Pronotogrammus martinicensis
Protomyctophum thompsoni,exact,Protomyctophum thompsoni,Protomyctophum thompsoni
Psenes pellucidus,exact,Psenes pellucidus,Psenes pellucidus
Psettichthys melanostictus,exact,Psettichthys melanostictus,Psettichthys melanostictus
Pseudobathylagus milleri,exact,Pseudobathylagus milleri,Pseudobathylagus milleri
Pseudobatos lentiginosus,exact,Pseudobatos lentiginosus,Pseudobatos lentiginosus
Pseudobatos productus,exact,Pseudobatos productus,Pseudobatos productus
Pseudomyrophis fugesae,exact,Pseudomyrophis fugesae,Pseudomyrophis fugesae
Pseudopleuronectes americanus,exact,Pseudopleuronectes americanus,Pseudopleuronectes americanus
Pseudupeneus maculatus,exact,Pseudupeneus maculatus,Pseudupeneus maculatus
Psychrolutes paradoxus,exact,Psychrolutes paradoxus,Psychrolutes paradoxus
Psychrolutes phrictus,exact,Psychrolutes phrictus,Psychrolutes phrictus
Psychrolutes sigalutes,exact,Psychrolutes sigalutes,Psychrolutes sigalutes
Ptereleotris calliura,exact,Ptereleotris calliura,Ptereleotris calliura
Pterois volitans,exact,Pterois volitans,Pterois volitans
Pterycombus brama,exact,Pterycombus brama,Pterycombus brama
Pungitius pungitius,exact,Pungitius pungitius,Pungitius pungitius
Puzanovia rubra,exact,Puzanovia rubra,Puzanovia rubra
Rachycentron canadum,exact,Rachycentron canadum,Rachycentron canadum
Radulinus asprellus,exact,Radulinus asprellus,Radulinus asprellus
Radulinus taylori,exact,Radulinus taylori,Radulinus taylori
Raja asterias,exact,Raja asterias,Raja asterias
Raja binoculata,exact,Raja binoculata,Raja binoculata
Raja brachyura,exact,Raja brachyura,Raja brachyura
Raja clavata,exact,Raja clavata,Raja clavata
Raja eglanteria,exact,Raja eglanteria,Raja eglanteria
Raja inornata,exact,Raja inornata,Raja inornata
Raja microocellata,exact,Raja microocellata,Raja microocellata
Raja miraletus,exact,Raja miraletus,Raja miraletus
Raja montagui,exact,Raja montagui,Raja montagui
Raja rhina,exact,Raja rhina,Raja rhina
Raja stellulata,exact,Raja stellulata,Raja stellulata
Raja texana,exact,Raja texana,Raja texana
Raja undulata,exact,Raja undulata,Raja undulata
Rajella bathyphila,exact,Rajella bathyphila,Rajella bathyphila
Rajella fyllae,exact,Rajella fyllae,Rajella fyllae
Rajella lintea,exact,Rajella lintea,Rajella lintea
Raniceps raninus,exact,Raniceps raninus,Raniceps raninus
Rastrinus scutiger,exact,Rastrinus scutiger,Rastrinus scutiger
Rathbunella hypoplecta,exact,Rathbunella hypoplecta,Rathbunella hypoplecta
Reinhardtius hippoglossoides,exact,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides
Remora australis,exact,Remora australis,Remora australis
Remora remora,exact,Remora remora,Remora remora
Rhacochilus toxotes,exact,Rhacochilus toxotes,Rhacochilus toxotes
Rhacochilus vacca,exact,Rhacochilus vacca,Rhacochilus vacca
Rhadinesthes decimus,exact,Rhadinesthes decimus,Rhadinesthes decimus
Rhamphocottus richardsonii,exact,Rhamphocottus richardsonii,Rhamphocottus richardsonii
Rhinoliparis attenuatus,exact,Rhinoliparis attenuatus,Rhinoliparis attenuatus
Rhinoliparis barbulifer,exact,Rhinoliparis barbulifer,Rhinoliparis barbulifer
Rhinoptera bonasus,exact,Rhinoptera bonasus,Rhinoptera bonasus
Rhinoptera brasiliensis,exact,Rhinoptera brasiliensis,Rhinoptera brasiliensis
Rhizoprionodon terraenovae,exact,Rhizoprionodon terraenovae,Rhizoprionodon terraenovae
Rhodichthys regina,exact,Rhodichthys regina,Rhodichthys regina
Rhomboplites aurorubens,exact,Rhomboplites aurorubens,Rhomboplites aurorubens
Rhynchoconger flavus,exact,Rhynchoconger flavus,Rhynchoconger flavus
Rhynchoconger gracilior,exact,Rhynchoconger gracilior,Rhynchoconger gracilior
Risor ruber,exact,Risor ruber,Risor ruber
Ronquilus jordani,exact,Ronquilus jordani,Ronquilus jordani
Rostroraja alba,exact,Rostroraja alba,Rostroraja alba
Rouleina attrita,exact,Rouleina attrita,Rouleina attrita
Rutilus rutilus,exact,Rutilus rutilus,Rutilus rutilus
Rypticus bistrispinus,exact,Rypticus bistrispinus,Rypticus bistrispinus
Rypticus maculatus,exact,Rypticus maculatus,Rypticus maculatus
Rypticus saponaceus,exact,Rypticus saponaceus,Rypticus saponaceus
Rypticus subbifrenatus,exact,Rypticus subbifrenatus,Rypticus subbifrenatus
Sagamichthys abei,exact,Sagamichthys abei,Sagamichthys abei
Salmo salar,exact,Salmo salar,Salmo salar
Salvelinus malma,exact,Salvelinus malma,Salvelinus malma
Sander lucioperca,exact,Sander lucioperca,Sander lucioperca
Sarda orientalis,exact,Sarda orientalis,Sarda orientalis
Sarda sarda,exact,Sarda sarda,Sarda sarda
Sardina pilchardus,exact,Sardina pilchardus,Sardina pilchardus
Sardinella aurita,exact,Sardinella aurita,Sardinella aurita
Sardinella brasiliensis,exact,Sardinella brasiliensis,Sardinella brasiliensis
Sardinops sagax,exact,Sardinops sagax,Sardinops sagax
Sargocentron bullisi,exact,Sargocentron bullisi,Sargocentron bullisi
Sarpa salpa,exact,Sarpa salpa,Sarpa salpa
Sarritor frenatus,exact,Sarritor frenatus,Sarritor frenatus
Sarritor leptorhynchus,exact,Sarritor leptorhynchus,Sarritor leptorhynchus
Saurenchelys cognita,exact,Saurenchelys cognita,Saurenchelys cognita
Saurida brasiliensis,exact,Saurida brasiliensis,Saurida brasiliensis
Saurida caribbaea,exact,Saurida caribbaea,Saurida caribbaea
Saurida normani,exact,Saurida normani,Saurida normani
Schedophilus medusophagus,exact,Schedophilus medusophagus,Schedophilus medusophagus
Schultzea beta,exact,Schultzea beta,Schultzea beta
Sciaenops ocellatus,exact,Sciaenops ocellatus,Sciaenops ocellatus
Scomber colias,exact,Scomber colias,Scomber colias
Scomber japonicus,exact,Scomber japonicus,Scomber japonicus
Scomber scombrus,exact,Scomber scombrus,Scomber scombrus
Scomberesox saurus saurus,exact,Scomberesox saurus saurus,Scomberesox saurus saurus
Scomberomorus cavalla,exact,Scomberomorus cavalla,Scomberomorus cavalla
Scomberomorus maculatus,exact,Scomberomorus maculatus,Scomberomorus maculatus
Scomberomorus regalis,exact,Scomberomorus regalis,Scomberomorus regalis
Scopelengys tristis,exact,Scopelengys tristis,Scopelengys tristis
Scopelosaurus adleri,exact,Scopelosaurus adleri,Scopelosaurus adleri
Scopelosaurus harryi,exact,Scopelosaurus harryi,Scopelosaurus harryi
Scophthalmus aquosus,exact,Scophthalmus aquosus,Scophthalmus aquosus
Scophthalmus maximus,exact,Scophthalmus maximus,Scophthalmus maximus
Scophthalmus rhombus,exact,Scophthalmus rhombus,Scophthalmus rhombus
Scorpaena agassizii,exact,Scorpaena agassizii,Scorpaena agassizii
Scorpaena brachyptera,exact,Scorpaena brachyptera,Scorpaena brachyptera
Scorpaena brasiliensis,exact,Scorpaena brasiliensis,Scorpaena brasiliensis
Scorpaena calcarata,exact,Scorpaena calcarata,Scorpaena calcarata
Scorpaena dispar,exact,Scorpaena dispar,Scorpaena dispar
Scorpaena guttata,exact,Scorpaena guttata,Scorpaena guttata
Scorpaena inermis,exact,Scorpaena inermis,Scorpaena inermis
Scorpaena loppei,exact,Scorpaena loppei,Scorpaena loppei
Scorpaena notata,exact,Scorpaena notata,Scorpaena notata
Scorpaena plumieri,exact,Scorpaena plumieri,Scorpaena plumieri
Scorpaena porcus,exact,Scorpaena porcus,Scorpaena porcus
Scorpaena scrofa,exact,Scorpaena scrofa,Scorpaena scrofa
Scorpaenichthys marmoratus,exact,Scorpaenichthys marmoratus,Scorpaenichthys marmoratus
Scyliorhinus canicula,exact,Scyliorhinus canicula,Scyliorhinus canicula
Scyliorhinus retifer,exact,Scyliorhinus retifer,Scyliorhinus retifer
Scyliorhinus stellaris,exact,Scyliorhinus stellaris,Scyliorhinus stellaris
Scymnodon ringens,exact,Scymnodon ringens,Scymnodon ringens
Sebastes aleutianus,exact,Sebastes aleutianus,Sebastes aleutianus
Sebastes alutus,exact,Sebastes alutus,Sebastes alutus
Sebastes atrovirens,exact,Sebastes atrovirens,Sebastes atrovirens
Sebastes auriculatus,exact,Sebastes auriculatus,Sebastes auriculatus
Sebastes aurora,exact,Sebastes aurora,Sebastes aurora
Sebastes babcocki,exact,Sebastes babcocki,Sebastes babcocki
Sebastes borealis,exact,Sebastes borealis,Sebastes borealis
Sebastes brevispinis,exact,Sebastes brevispinis,Sebastes brevispinis
Sebastes carnatus,exact,Sebastes carnatus,Sebastes carnatus
Sebastes caurinus,exact,Sebastes caurinus,Sebastes caurinus
Sebastes chlorostictus,exact,Sebastes chlorostictus,Sebastes chlorostictus
Sebastes ciliatus,exact,Sebastes ciliatus,Sebastes ciliatus
Sebastes constellatus,exact,Sebastes constellatus,Sebastes constellatus
Sebastes crameri,exact,Sebastes crameri,Sebastes crameri
Sebastes dallii,exact,Sebastes dallii,Sebastes dallii
Sebastes diploproa,exact,Sebastes diploproa,Sebastes diploproa
Sebastes elongatus,exact,Sebastes elongatus,Sebastes elongatus
Sebastes emphaeus,exact,Sebastes emphaeus,Sebastes emphaeus
Sebastes ensifer,exact,Sebastes ensifer,Sebastes ensifer
Sebastes entomelas,exact,Sebastes entomelas,Sebastes entomelas
Sebastes eos,exact,Sebastes eos,Sebastes eos
Sebastes fasciatus,exact,Sebastes fasciatus,Sebastes fasciatus
Sebastes flavidus,exact,Sebastes flavidus,Sebastes flavidus
Sebastes gilli,exact,Sebastes gilli,Sebastes gilli
Sebastes goodei,exact,Sebastes goodei,Sebastes goodei
Sebastes helvomaculatus,exact,Sebastes helvomaculatus,Sebastes helvomaculatus
Sebastes hopkinsi,exact,Sebastes hopkinsi,Sebastes hopkinsi
Sebastes jordani,exact,Sebastes jordani,Sebastes jordani
Sebastes lentiginosus,exact,Sebastes lentiginosus,Sebastes lentiginosus
Sebastes levis,exact,Sebastes levis,Sebastes levis
Sebastes macdonaldi,exact,Sebastes macdonaldi,Sebastes macdonaldi
Sebastes maliger,exact,Sebastes maliger,Sebastes maliger
Sebastes marinus,exact,Sebastes marinus,Sebastes norvegicus
Sebastes melanops,exact,Sebastes melanops,Sebastes melanops
Sebastes melanostictus,exact,Sebastes melanostictus,Sebastes melanostictus
Sebastes melanostomus,exact,Sebastes melanostomus,Sebastes melanostomus
Sebastes mentella,exact,Sebastes mentella,Sebastes mentella
Sebastes miniatus,exact,Sebastes miniatus,Sebastes miniatus
Sebastes moseri,exact,Sebastes moseri,Sebastes moseri
Sebastes mystinus,exact,Sebastes mystinus,Sebastes mystinus
Sebastes nebulosus,exact,Sebastes nebulosus,Sebastes nebulosus
Sebastes nigrocinctus,exact,Sebastes nigrocinctus,Sebastes nigrocinctus
Sebastes norvegicus,exact,Sebastes norvegicus,Sebastes norvegicus
Sebastes ovalis,exact,Sebastes ovalis,Sebastes ovalis
Sebastes paucispinis,exact,Sebastes paucispinis,Sebastes paucispinis
Sebastes phillipsi,exact,Sebastes phillipsi,Sebastes phillipsi
Sebastes pinniger,exact,Sebastes pinniger,Sebastes pinniger
Sebastes polyspinis,exact,Sebastes polyspinis,Sebastes polyspinis
Sebastes proriger,exact,Sebastes proriger,Sebastes proriger
Sebastes rastrelliger,exact,Sebastes rastrelliger,Sebastes rastrelliger
Sebastes reedi,exact,Sebastes reedi,Sebastes reedi
Sebastes rosaceus,exact,Sebastes rosaceus,Sebastes rosaceus
Sebastes rosenblatti,exact,Sebastes rosenblatti,Sebastes rosenblatti
Sebastes ruberrimus,exact,Sebastes ruberrimus,Sebastes ruberrimus
Sebastes rubrivinctus,exact,Sebastes rubrivinctus,Sebastes rubrivinctus
Sebastes rufus,exact,Sebastes rufus,Sebastes rufus
Sebastes saxicola,exact,Sebastes saxicola,Sebastes saxicola
Sebastes semicinctus,exact,Sebastes semicinctus,Sebastes semicinctus
Sebastes serranoides,exact,Sebastes serranoides,Sebastes serranoides
Sebastes serriceps,exact,Sebastes serriceps,Sebastes serriceps
Sebastes simulator,exact,Sebastes simulator,Sebastes simulator
Sebastes umbrosus,exact,Sebastes umbrosus,Sebastes umbrosus
Sebastes variabilis,exact,Sebastes variabilis,Sebastes variabilis
Sebastes variegatus,exact,Sebastes variegatus,Sebastes variegatus
Sebastes viviparus,exact,Sebastes viviparus,Sebastes viviparus
Sebastes wilsoni,exact,Sebastes wilsoni,Sebastes wilsoni
Sebastes zacentrus,exact,Sebastes zacentrus,Sebastes zacentrus
Sebastolobus alascanus,exact,Sebastolobus alascanus,Sebastolobus alascanus
Sebastolobus altivelis,exact,Sebastolobus altivelis,Sebastolobus altivelis
Sebastolobus macrochir,exact,Sebastolobus macrochir,Sebastolobus macrochir
Selar crumenophthalmus,exact,Selar crumenophthalmus,Selar crumenophthalmus
Selene setapinnis,exact,Selene setapinnis,Selene setapinnis
Selene vomer,exact,Selene vomer,Selene vomer
Semicossyphus pulcher,exact,Semicossyphus pulcher,Semicossyphus pulcher
Seriola dumerili,exact,Seriola dumerili,Seriola dumerili
Seriola fasciata,exact,Seriola fasciata,Seriola fasciata
Seriola rivoliana,exact,Seriola rivoliana,Seriola rivoliana
Seriola zonata,exact,Seriola zonata,Seriola zonata
Seriphus politus,exact,Seriphus politus,Seriphus politus
Serraniculus pumilio,exact,Serraniculus pumilio,Serraniculus pumilio
Serranus annularis,exact,Serranus annularis,Serranus annularis
Serranus atrobranchus,exact,Serranus atrobranchus,Serranus atrobranchus
Serranus cabrilla,exact,Serranus cabrilla,Serranus cabrilla
Serranus hepatus,exact,Serranus hepatus,Serranus hepatus
Serranus notospilus,exact,Serranus notospilus,Serranus notospilus
Serranus phoebe,exact,Serranus phoebe,Serranus phoebe
Serranus scriba,exact,Serranus scriba,Serranus scriba
Serranus subligarius,exact,Serranus subligarius,Serranus subligarius
Serranus tortugarum,exact,Serranus tortugarum,Serranus tortugarum
Serrivomer beanii,exact,Serrivomer beanii,Serrivomer beanii
Serrivomer jesperseni,exact,Serrivomer jesperseni,Serrivomer jesperseni
Serrivomer sector,exact,Serrivomer sector,Serrivomer sector
Sigmops bathyphilus,exact,Sigmops bathyphilus,Sigmops bathyphilus
Sigmops elongatus,exact,Sigmops elongatus,Sigmops elongatus
Sigmops gracilis,exact,Sigmops gracilis,Sigmops gracilis
Simenchelys parasitica,exact,Simenchelys parasitica,Simenchelys parasitica
Solea senegalensis,exact,Solea senegalensis,Solea senegalensis
Solea solea,exact,Solea solea,Solea solea
Somniosus microcephalus,exact,Somniosus microcephalus,Somniosus microcephalus
Somniosus pacificus,exact,Somniosus pacificus,Somniosus pacificus
Sparisoma atomarium,exact,Sparisoma atomarium,Sparisoma atomarium
Sparisoma chrysopterum,exact,Sparisoma chrysopterum,Sparisoma chrysopterum
Sparus aurata,exact,Sparus aurata,Sparus aurata
Sphoeroides dorsalis,exact,Sphoeroides dorsalis,Sphoeroides dorsalis
Sphoeroides maculatus,exact,Sphoeroides maculatus,Sphoeroides maculatus
Sphoeroides nephelus,exact,Sphoeroides nephelus,Sphoeroides nephelus
Sphoeroides pachygaster,exact,Sphoeroides pachygaster,Sphoeroides pachygaster
Sphoeroides parvus,exact,Sphoeroides parvus,Sphoeroides parvus
Sphoeroides spengleri,exact,Sphoeroides spengleri,Sphoeroides spengleri
Sphoeroides testudineus,exact,Sphoeroides testudineus,Sphoeroides testudineus
Sphyraena argentea,exact,Sphyraena argentea,Sphyraena argentea
Sphyraena barracuda,exact,Sphyraena barracuda,Sphyraena barracuda
Sphyraena borealis,exact,Sphyraena borealis,Sphyraena borealis
Sphyraena guachancho,exact,Sphyraena guachancho,Sphyraena guachancho
Sphyraena picudilla,exact,Sphyraena picudilla,Sphyraena picudilla
Sphyrna lewini,exact,Sphyrna lewini,Sphyrna lewini
Sphyrna mokarran,exact,Sphyrna mokarran,Sphyrna mokarran
Sphyrna tiburo,exact,Sphyrna tiburo,Sphyrna tiburo
Sphyrna zygaena,exact,Sphyrna zygaena,Sphyrna zygaena
Spicara maena,exact,Spicara maena,Spicara maena
Spinachia spinachia,exact,Spinachia spinachia,Spinachia spinachia
Spirinchus starksi,exact,Spirinchus starksi,Spirinchus starksi
Spirinchus thaleichthys,exact,Spirinchus thaleichthys,Spirinchus thaleichthys
Spondyliosoma cantharus,exact,Spondyliosoma cantharus,Spondyliosoma cantharus
Spratelloides lewisi,exact,Spratelloides lewisi,Spratelloides lewisi
Sprattus sprattus,exact,Sprattus sprattus,Sprattus sprattus
Squalus acanthias,exact,Squalus acanthias,Squalus acanthias
Squalus blainville,exact,Squalus blainville,Squalus blainville
Squalus suckleyi,exact,Squalus suckleyi,Squalus suckleyi
Squatina californica,exact,Squatina californica,Squatina californica
Squatina dumeril,exact,Squatina dumeril,Squatina dumeril
Starksia ocellata,exact,Starksia ocellata,Starksia ocellata
Stegastes fuscus,exact,Stegastes fuscus,Stegastes fuscus
Stegastes leucostictus,exact,Stegastes leucostictus,Stegastes leucostictus
Stegastes partitus,exact,Stegastes partitus,Stegastes partitus
Stegastes planifrons,exact,Stegastes planifrons,Stegastes planifrons
Stegastes variabilis,exact,Stegastes variabilis,Stegastes variabilis
Steindachneria argentea,exact,Steindachneria argentea,Steindachneria argentea
Stellifer lanceolatus,exact,Stellifer lanceolatus,Stellifer lanceolatus
Stenobrachius leucopsarus,exact,Stenobrachius leucopsarus,Stenobrachius leucopsarus
Stenobrachius nannochir,exact,Stenobrachius nannochir,Stenobrachius nannochir
Stenotomus caprinus,exact,Stenotomus caprinus,Stenotomus caprinus
Stenotomus chrysops,exact,Stenotomus chrysops,Stenotomus chrysops
Stephanolepis hispidus,exact,Stephanolepis hispidus,Stephanolepis hispidus
Stephanolepis setifer,exact,Stephanolepis setifer,Stephanolepis setifer
Sternoptyx diaphana,exact,Sternoptyx diaphana,Sternoptyx diaphana
Stichaeus punctatus punctatus,exact,Stichaeus punctatus punctatus,Stichaeus punctatus punctatus
Stomias atriventer,exact,Stomias atriventer,Stomias atriventer
Stomias boa boa,exact,Stomias boa boa,Stomias boa boa
Stomias longibarbatus,exact,Stomias longibarbatus,Stomias longibarbatus
Strongylura marina,exact,Strongylura marina,Strongylura marina
Syacium gunteri,exact,Syacium gunteri,Syacium gunteri
Syacium micrurum,exact,Syacium micrurum,Syacium micrurum
Syacium papillosum,exact,Syacium papillosum,Syacium papillosum
Symbolophorus californiensis,exact,Symbolophorus californiensis,Symbolophorus californiensis
Symphodus bailloni,exact,Symphodus bailloni,Symphodus bailloni
Symphodus melops,exact,Symphodus melops,Symphodus melops
Symphodus roissali,exact,Symphodus roissali,Symphodus roissali
Symphurus atricaudus,exact,Symphurus atricaudus,Symphurus atricaudus
Symphurus civitatium,exact,Symphurus civitatium,Symphurus civitatium
Symphurus diomedeanus,exact,Symphurus diomedeanus,Symphurus diomedeanus
Symphurus marginatus,exact,Symphurus marginatus,Symphurus marginatus
Symphurus minor,exact,Symphurus minor,Symphurus minor
Symphurus nigrescens,exact,Symphurus nigrescens,Symphurus nigrescens
Symphurus parvus,exact,Symphurus parvus,Symphurus parvus
Symphurus pelicanus,exact,Symphurus pelicanus,Symphurus pelicanus
Symphurus plagiusa,exact,Symphurus plagiusa,Symphurus plagiusa
Symphurus pusillus,exact,Symphurus pusillus,Symphurus pusillus
Symphurus urospilus,exact,Symphurus urospilus,Symphurus urospilus
Synagrops bellus,exact,Synagrops bellus,Synagrops bellus
Synagrops spinosus,exact,Synagrops spinosus,Synagrops spinosus
Synaphobranchus kaupii,exact,Synaphobranchus kaupii,Synaphobranchus kaupii
Synchiropus goodenbeani,exact,Synchiropus goodenbeani,Synchiropus goodenbeani
Synchiropus phaeton,exact,Synchiropus phaeton,Synchiropus phaeton
Syngnathus acus,exact,Syngnathus acus,Syngnathus acus
Syngnathus floridae,exact,Syngnathus floridae,Syngnathus floridae
Syngnathus fuscus,exact,Syngnathus fuscus,Syngnathus fuscus
Syngnathus louisianae,exact,Syngnathus louisianae,Syngnathus louisianae
Syngnathus pelagicus,exact,Syngnathus pelagicus,Syngnathus pelagicus
Syngnathus rostellatus,exact,Syngnathus rostellatus,Syngnathus rostellatus
Syngnathus springeri,exact,Syngnathus springeri,Syngnathus springeri
Syngnathus typhle,exact,Syngnathus typhle,Syngnathus typhle
Synodus foetens,exact,Synodus foetens,Synodus foetens
Synodus intermedius,exact,Synodus intermedius,Synodus intermedius
Synodus lucioceps,exact,Synodus lucioceps,Synodus lucioceps
Synodus macrostigmus,exact,Synodus macrostigmus,Synodus macrostigmus
Synodus poeyi,exact,Synodus poeyi,Synodus poeyi
Synodus synodus,exact,Synodus synodus,Synodus synodus
Tactostoma macropus,exact,Tactostoma macropus,Tactostoma macropus
Talismania bifurcata,exact,Talismania bifurcata,Talismania bifurcata
Tarletonbeania crenularis,exact,Tarletonbeania crenularis,Tarletonbeania crenularis
Taurulus bubalis,exact,Taurulus bubalis,Taurulus bubalis
Tautoga onitis,exact,Tautoga onitis,Tautoga onitis
Tautogolabrus adspersus,exact,Tautogolabrus adspersus,Tautogolabrus adspersus
Temnocora candidus,near_2,Temnocora candida,Temnocora candida
Tetragonurus cuvieri,exact,Tetragonurus cuvieri,Tetragonurus cuvieri
Tetronarce californica,exact,Tetronarce californica,Tetronarce californica
Tetronarce nobiliana,exact,Tetronarce nobiliana,Tetronarce nobiliana
Thalassobathia pelagica,exact,Thalassobathia pelagica,Thalassobathia pelagica
Thaleichthys pacificus,exact,Thaleichthys pacificus,Thaleichthys pacificus
Thunnus alalunga,exact,Thunnus alalunga,Thunnus alalunga
Thunnus thynnus,exact,Thunnus thynnus,Thunnus thynnus
Thyriscus anoplus,exact,Thyriscus anoplus,Thyriscus anoplus
Torpedo marmorata,exact,Torpedo marmorata,Torpedo marmorata
Torpedo nobiliana,exact,Torpedo nobiliana,Tetronarce nobiliana
Torpedo torpedo,exact,Torpedo torpedo,Torpedo torpedo
Trachinocephalus myops,exact,Trachinocephalus myops,Trachinocephalus myops
Trachinotus blochii,exact,Trachinotus blochii,Trachinotus blochii
Trachinotus carolinus,exact,Trachinotus carolinus,Trachinotus carolinus
Trachinus draco,exact,Trachinus draco,Trachinus draco
Trachipterus altivelis,exact,Trachipterus altivelis,Trachipterus altivelis
Trachipterus arcticus,exact,Trachipterus arcticus,Trachipterus arcticus
Trachurus lathami,exact,Trachurus lathami,Trachurus lathami
Trachurus mediterraneus,exact,Trachurus mediterraneus,Trachurus mediterraneus
Trachurus picturatus,exact,Trachurus picturatus,Trachurus picturatus
Trachurus symmetricus,exact,Trachurus symmetricus,Trachurus symmetricus
Trachurus trachurus,exact,Trachurus trachurus,Trachurus trachurus
Trachyrincus murrayi,exact,Trachyrincus murrayi,Trachyrincus murrayi
Trachyrincus scabrus,exact,Trachyrincus scabrus,Trachyrincus scabrus
